player_name,college,rank,height,weight,bats/throws,hometown,drafted,debuted,travel_team,notes,class_year
Riley Pint,Louisiana State,2,6-4,195,R/R,"Lenexa, KS",Rd 1 by Rockies (2016),None,Mac N Seitz,Dominant at WWBA. FB 94-96 mph and very good breaking ball. Very good at PG National Up to 97 at WWBA,2016
Blake Rutherford,UCLA,3,6-2,190,L/R,"Simi Valley, CA",Rd 1 by Yankees (2016),None,EvoShield Canes,Showed crazy power at PG AA. Runs very well. Superstar potential Outstanding and MVP at PG MLK,2016
Ian Anderson,Vanderbilt,4,6-3,170,R/R,"Rexford, NY",Rd 1 by Braves (2016),Braves (2020),Clifton Park Knights,"Easy Mid 90's. PG AA Very high ceiling, fun to watch him pitch. Up to 93 PG National",2016
Mickey Moniak,UCLA,5,6-2,190,L/R,"Encinitas, CA",Rd 1 by Phillies (2016),Phillies (2020),San Diego Show,"Can flat out hit Very good bat speed with big power potential. Absolutely mashed at PG Underclass AA Games, Very good at PG National",2016
Joshua Lowe,Florida State,6,6-4,190,L/R,"Marietta, GA",Rd 1 by Rays (2016),Rays (2021),Evoshield Canes,"Incredible athlete. Mid 90's on the mound, with good breaking ball, 6.5 runner, 95 across the IF and 100 mph exit velos at PG National. Huge power potential PGAA",2016
Braxton Garrett,Vanderbilt,7,6-3,190,R/L,"Florence, AL",Rd 1 by Marlins (2016),Marlins (2020),East Cobb Astros,"Very impressive all fall Low 90's, good breaking ball. Very good at PG National",2016
Alex Kirilloff,Liberty,8,6-2,195,L/L,"New Kensington, PA",Rd 1 by Twins (2016),Twins (2020),Baseball U,Big potential with bat. Ball just comes off his bat different. Showed ridiculous power at PG AA winning HR derby,2016
Matt Manning,Loyola Marymount,9,6-6,185,R/R,"Elk Grove, CA",Rd 1 by Tigers (2016),Tigers (2021),NORCAL Baseball,"Showed mid 90's FB at PG AA and World Series. Extremely projectable. MVPitcher in Jupiter, Up to 95 at CA World Series",2016
Drew Mendoza,Florida State,10,6-4,215,L/R,"Minneola, FL",Rd 3 by Nationals (2019),None,Orlando Scorpions,Very Good bat speed with big power potential. Stood out at PG Junior National. Good in the field as well and also upper 80's on the mound.,2016
Gavin Lux,Arizona State,11,6-2,175,L/R,"Kenosha, WI",Rd 1 by Dodgers (2016),Dodgers (2019),Hitters Baseball,Can swing it from the leftside and very good defensive SS. Showed very projectable bat at PG National,2016
Joe Rizzo,South Carolina,12,5-11,215,L/R,"Oak Hill, VA",Rd 2 by Mariners (2016),None,Evoshield Canes 17U National,Very good all around player. Made game looks easy at PG National. Great swing with huge power. PG AA,2016
Taylor Trammell,Georgia Tech,13,6-2,195,L/L,"Powder Springs, GA",Rd 1 Comp by Reds (2016),Mariners (2021),Triton Rays Scout Team,Very good all around player and really projects,2016
Joey Wentz,Virginia,14,6-5,209,L/L,"Leawood, KS",Rd 1 Comp by Braves (2016),None,Mac-n-Seitz,All coming together for the projectable LHP low to better 90's now and dominating. Power bat,2016
Forrest Whitley,Florida State,15,6-7,250,R/R,"San Antonio, TX",Rd 1 by Astros (2016),None,None,Big power mid 90's arm,2016
Nolan Jones,Virginia,16,6-4,200,L/R,"Langhorne, PA",Rd 2 by Indians (2016),None,Philly Bandits,Can really swing the bat! Outstanding at PG National and also low 90s on the mound!,2016
Cole Stobbe,Arkansas,17,6-1,200,R/R,"Omaha, NE",Rd 3 by Phillies (2016),None,HS team,Very projectable bat. Impressed at PG National. Very good at WWBA Events. Big time bat speed,2016
Delvin Perez,None,18,6-3,165,R/R,"Loiza, PR",Rd 1 by Cardinals (2016),None,IABHS Knights,Outstanding defender and very projectable hitting tools. Showed very high ceiling at PG National,2016
Jared Horn,California,19,6-3,225,None,"Napa, CA",Rd 7 by Rockies (2019),None,None,High level RHP really coming on this spring after impressing at Area Codes the last two years,2016
Kevin Gowdy,UCLA,20,6-4,175,R/R,"Santa Barbara, CA",Rd 2 by Phillies (2016),None,GBG Marucci,Arm really works. Can really pitch FB up to 94 mph at PG National. Great offspeed at PG AA,2016
Reggie Lawson,Arizona State,21,6-4,187,R/R,"Adelento, CA",Rd 2 Comp by Padres (2016),None,CBA,"Keeps getting better each time we see him, Easy 90-93 mph at PG National up to 94 mph at PG AA",2016
Kyle Muller,Texas,22,6-5,210,R/L,"Dallas, TX",Rd 2 by Braves (2016),Braves (2021),DBAT B,Up to 90 mph at PG National. Arm really works well. Been very good so far this spring,2016
Thomas Jones,Vanderbilt,23,6-3,190,R/R,"Greenville, SC",Rd 3 by Marlins (2016),None,None,"Outstanding all around athlete, elite speed and bat really projects. Very impressive at WWBA",2016
Will Benson,Duke,24,6-6,220,L/L,"Atlanta, GA",Rd 1 by Indians (2016),None,East Cobb Astros 16u,Big left handed hitter with huge power potential,2016
Alex Speas,Auburn,25,6-4,190,R/R,"Powder Springs, GA",Rd 2 by Rangers (2016),None,Atlanta Bluejays 17u,Very fast arm that produces mid 90's FB's and touches upper 90s!,2016
Charles King,TCU,26,6-5,205,R/R,"Coppell, TX",None,None,Dallas Tigers,Up to 93 mph at WWBA/ Showed well at PG National. Up to 95 mph in Jupiter,2016
Carlos A Cortes,South Carolina,27,5-8,185,L/B,"Oviedo, FL",Rd 3 by Mets (2018),None,Scorpions 2016 Prime,Can flat out rake. Big power and ball jumps off his barrel 17u PG WS MVP,2016
Nick Quintana,Arizona,28,5-10,187,R/R,"Las Vegas, NV",Rd 2 by Tigers (2019),None,Evoshield Canes,Shows very good bat speed and ball jumps off his bat. Very good at PG National He can flat out hit.,2016
Ben Rortvedt,Arkansas,29,5-10,190,L/R,"Verona, WI",Rd 2 by Twins (2016),Twins (2021),Rawlings Hitters,Flat out mashes. Hits everthing hard. HR at PG National. 450 ft BP HR's at PG AA,2016
Cole Ragans,Florida State,30,6-4,190,L/L,"Crawfordville, FL",Rd 1 Comp by Rangers (2016),None,Orlando Scorpions,Outstanding at PG National! FB up to 91 with more to come! Up to 93 at WWBA,2016
Carter Kieboom,Clemson,31,6-2,185,R/B,"Marietta, GA",Rd 1 Comp by Nationals (2016),Nationals (2019),East Cobb Yankees,Really swings it well. Ball was jumping off his barrel at PG National!,2016
Bo Bichette,Arizona State,32,6-0,185,R/R,"Tierra Verde, FL",Rd 2 by Blue Jays (2016),Blue Jays (2019),FTB Tucci,Showed very good bat at WWBA. Big time power potential. Ball just comes off his barrel hard,2016
Luis A. Curbelo,Miami,33,6-3,185,R/R,"Carolina, PR",Rd 6 by White Sox (2016),None,Beyel Brothers Bulldogs,Made hard contact every at bat at PG national. Can flat out rake. PG AA with huge potential with the bat,2016
Walker Robbins,Mississippi State,34,6-3,215,L/L,"Leakesville, MS",Rd 5 by Cardinals (2016),None,Marucci Elite,"Outstanding all around player, great defensively at 1B, can really swing the bat and low 90's on the mound PG AA",2016
Nolan (Nonie) Williams,Louisiana State,35,6-2,202,R/R,"Kansas City, KS",Rd 3 by Angels (2016),None,Marucci Elite,Big time all around tools PG All American,2016
Jeff Belge,St. John's,36,6-5,230,L/L,"Syracuse, NY",Rd 18 by Dodgers (2019),None,Baseball U,Up to 94 at WWBA. Very good at PG Underclass AA Games,2016
Brandon Marsh,Kennesaw State,37,6-4,210,L/R,"Buford, GA",Rd 2 by Angels (2016),Angels (2021),Team Elite Roadrunners ,Outstanding athlete really impressed at PG HS Showdown,2016
Austin Bergner,North Carolina,38,6-4,200,R/R,"Windermere, FL",Rd 9 by Tigers (2019),None,Florida Burn,FB up to 95 mph with good offspeed. Outstanding at WWBA. Can hit too. Very good change to go with 95 at PG AA,2016
Cooper Johnson,Mississippi,39,6-0,205,R/R,"Mundelein, IL",Rd 6 by Tigers (2019),None,Top Tier,Outstanding defensive catcher. About as good as they get defensively. Can really catch and throw. Good hitting tools as well. Very good at PG National,2016
Jesus Luzardo,Miami,40,6-1,205,L/L,"Parkland, FL",Rd 3 by Nationals (2016),Athletics (2019),Elite Squad Prime 17u,Can really pitch and fastball can reach the low 90's.,2016
Mario Feliciano,None,41,6-1,195,R/R,"Hato Rey, PR",Rd 2 Comp by Brewers (2016),Brewers (2021),ftb pride,Showed big time juice in his bat at PG National. He can really swing it,2016
Tyler Fitzgerald,Louisville,42,6-3,197,R/R,"Rochester, IL",Rd 4 by Giants (2019),None,Elite Baseball Training,"Big tools at PG National, Showed very well at Midwest top. Very good all around tools at PG AA",2016
Ryan Zeferjahn,Kansas,43,6-4,200,R/R,"Topeka, KS",Rd 3 by Red Sox (2019),None,Next Level Baseball,Low 90's at PG National with more to come. Up to 94 mph at PG National and in Jupiter,2016
Avery Tuck,San Diego State,44,6-5,195,L/R,"San Diego, CA",Rd 17 by Tigers (2018),None,Trosky,Can flat out mash and does it against good pitching. Big power potential. Outstanding at PG National PG AA,2016
Nick Hanson,Kentucky,45,6-6,210,R/R,"Savage, MN",Rd 3 by Reds (2016),None,Prior Lake Legion,Up to 94 mph at Kernels tournament,2016
Spencer Van Scoyoc,Arizona State,46,6-4,195,L/L,"Cedar Rapids, IA",Rd 19 by Phillies (2019),None,HS team,Big projection. Keeps getting better and already up to 90 mph. Good CB. Outstanding in Jupiter,2016
Nolan Martinez,San Diego State,47,6-2,165,R/R,"Culver City, CA",Rd 3 by Yankees (2016),None,GBG Marucci,Up to 93 mph and can pitch,2016
Nick Lodolo,TCU,48,6-6,185,L/L,"La Verne, CA",Rd 1 by Reds (2019),None,SGV Arsenal,Easy throwing LHP projects large up to 92 mph at PG World Series,2016
Will Ethridge,Mississippi,49,6-5,220,R/R,"Lilburn, GA",Rd 5 by Rockies (2019),None,Team Elite Roadrunners 17U,Very good at PG HS Showdown up to 93 mph and keeps getting better. Outstanding at PG National very good in Jupiter up to 92. very high ceiling,2016
Khalil Lee,Liberty,50,5-10,180,L/L,"Centreville, VA",Rd 3 by Royals (2016),Mets (2021),None,Can really hit. Very good at PG National after showing very well at WWBA World Championship,2016
Hunter Greene,UCLA,1,6-4,215,R/R,"Stevenson Ranch, CA",Rd 1 by Reds (2017),None,USA,"Put on a show at PG National showing easy power at the plate and a power arm on the mound we have seen up to 97 mph, Won HR Derby at PG All American Classic. Just fun to watch him play. Special All Around talent",2017
"Jordon ""Jo"" Adell",Louisville,2,6-3,205,R/R,"Louisville, KY",Rd 1 by Angels (2017),Angels (2020),Evoshield Canes,"As good of tools as anyone. 6.2 runner, 97 from the OF 96 on the mound. BIg time power. Huge ceiling. Very good at PG All American. Hit tool continues to improve. Very impressive in Jupiter ",2017
Royce Lewis,UC Irvine,3,6-2,188,R/R,"Aliso Viejo, CA",Rd 1 by Twins (2017),None,ASD Bulldogs,"Big time hitter, huge batspeed and power potential. Can really swing it. Outstanding at PG National. MVP PG All American Classic",2017
Trevor Rogers,Texas Tech,4,6-5,190,L/L,"Carlsbad, NM",Rd 1 by Marlins (2017),Marlins (2020),None,Easy low 90's LHP up to 96. Big time Projection. Very good at PG All American Classic,2017
MacKenzie Gore,East Carolina,5,6-2,170,L/L,"Whiteville, NC",Rd 1 by Padres (2017),None,Evoshield Canes,94 mph LHP and can really pitch. Good breaking ball,2017
DL Hall,Florida State,6,6-1,170,L/L,"Warner Robins, GA",Rd 1 by Orioles (2017),None,Chain Marrucci Black,Up to 95 at PG National and Has shown hammer CB to go with it. 96 at PG All American Classic ,2017
Austin Beck,North Carolina,7,6-1,190,R/R,"Arcadia, NC",Rd 1 by Athletics (2017),None,Dirtbags 17 All Black,Always has shown elite level tools and they are playing in a big way since coming back from injury. 6.5 runner 91 from the OF at Atlantic Coast and outstanding bat. 5 tool talent.Very good at NUC Main Event. Showed big time bat at PG Junior National,2017
Shane Baz,TCU,8,6-3,190,R/R,"Cypress, TX",Rd 1 by Pirates (2017),Rays (2021),Premier Baseball Futures Evans,Very athletic 95 mph RHP. Can swing it too. Stuff has been outstanding all spring,2017
Hans Crouse,Southern California,9,6-4,185,L/R,"Dana Point, CA",Rd 2 by Rangers (2017),Pirates (2021),BPA Demarini Elite 2017,Can run his fastball up to 97 mph! Very good and up to 96 at PG All American Classic. Fun to watch him pitch,2017
Calvin Mitchell,San Diego,10,6-1,190,L/L,"San Diego, CA",Rd 2 by Pirates (2017),None,None,Can really hit and hit with power. Stood out  at PG National. Showed big power at PG All American Classic to go with the sweet swing. Hit very well in Jupiter ,2017
Drew Waters,Georgia,11,6-2,190,S/R,"Woodstock, GA",Rd 2 by Braves (2017),None,6-4-3 Dp Cougars 17U,6.69 60 95 mph from OF and two of the top 3 hardest hit balls at PG National 103 mph off his bat. Very impressive in Jupiter,2017
Nick Allen,Southern California,12,5-9,165,R/R,"San Diego, CA",Rd 3 by Athletics (2017),None,CBA Marucci,Outstanding defensive SS with good hitting tools. Can always count on a Gold Glove caliber play from him every time you watch him play,2017
Jacob Heatherly,Alabama,13,6-3,200,L/L,"Cullman, AL",Rd 3 by Reds (2017),None,Georgia Jackets 17U,Up to 95 at PG All American Classic. Coming on strong. ,2017
Cole Brannen,Georgia Southern,14,6-1,190,L/R,"Elko, GA",Rd 2 by Red Sox (2017),None,Chain National 17u,Can really hit and run! outstanding at PG National. Really hit well this fall,2017
Alex Scherff,Texas A&M,15,6-4,205,S/R,"Colleyville, TX",Rd 5 by Red Sox (2017),None,Houston Banditos,Lights out at PG National and ran his fastball up to 95 mph. Up to 96 mph at PG All American Classic,2017
Mark Vientos,Miami,16,6-4,190,R/R,"Pembroke Pines, FL",Rd 2 by Mets (2017),None,Elite Squad,Really stood out at PG  National. Outstanding defender and big potential with the bat. Bat stood out in Jupiter. Keeps getting better,2017
Conner Uselton,Oklahoma State,17,6-3,185,R/R,"Oklahoma City, OK",Rd 2 Comp by Pirates (2017),None,FTB Tucci,"Showed 5 tool potential at PG National, outstanding in Jupiter. MVP at 17u WWBA and very good at PG All American Classic",2017
Cole Turney,Houston,18,6-1,200,L/L,"Richmond, TX",Rd 34 by Indians (2017),None,South Texas Sliders,Can flat out swing it! Very good at PG Underclass AA Games Big time bat speed and power potential. Stood out at PG National. Showed huge power at PG All American Classic,2017
Heliot Ramos,Florida International,19,6-2,185,R/R,"Maunabo, PR",Rd 1 by Giants (2017),None,Las Lomas Potros,Outstanding at PG National showing big power and all around tools,2017
Alex Toral,Miami,20,6-1,225,L/L,"Davie, FL",None,None,Elite Squad 17u Prime,Big power bat. He can hit the ball a long ways. Always hits. Very good at PG National and PG All American Classic,2017
Blayne Enlow,Louisiana State,21,6-4,180,R/R,"Sorrento, LA",Rd 3 by Twins (2017),None,None,Lows 90's RHP with good breaking ball. Very good at PG All American Classic,2017
"Mervyl ""MJ"" Melendez",Florida International,22,6-1,175,L/R,"Cutler Bay, FL",Rd 2 by Royals (2017),None,FTB Tucci,"Really impressed all around at WWBA, BCS PG All American Classic and PG National. Power in his bat to go with top level defensive skills",2017
Seth Corry,Brigham Young,23,6-2,195,L/L,"Highland, UT",Rd 3 by Giants (2017),None,Utah Marshalls,Easy low 90's up to 93 mph at PG National and PG All American Classic. Very good early this spring up to 94 at PG Rawlings Select,2017
Nicholas Pratto,Southern California,24,6-2,195,L/L,"Huntington Beach, CA",Rd 1 by Royals (2017),None,Evoshield Canes,Outstanding two way prospect. Can really hit and low 90s on the mound with outstanding pitchability. Also very good defensive 1B,2017
Samuel Carlson,Florida,25,6-4,208,R/R,"Savage, MN",Rd 2 by Mariners (2017),None,Minnesota Blizzard,Low 90s and can really pitch. Up to 94 mph in Jupiter ,2017
Leslie (Bubba) Thompson,Alabama,26,6-2,180,R/R,"Theodore, AL",Rd 1 by Rangers (2017),None,TPL National,Showed outstanding all around tools at PG National,2017
Kyle Hurt,Southern California,27,6-3,205,R/R,"Rancho Santa Fe, CA",Rd 5 by Marlins (2020),None,San Diego Show,93 mph at PG National and can really pitch. Bugs Bunny CH and good CB as well. Lights out at PG National and PG Underclass AA. Up to 94 at PG All American Classic,2017
Caden Lemons,Mississippi,28,6-6,175,R/R,"Birmingham, AL",Rd 2 by Brewers (2017),None,Excel,Lows 90's RHP projects well and has shown more velos this spring into the mid 90s,2017
Brady McConnell,Florida,29,6-3,195,R/R,"Merritt Island, FL",Rd 2 by Royals (2019),None,Florida Burn Platinum 2017,5 tool player with huge ceiling. Outstanding at PG National,2017
Hagen Danner,UCLA,30,6-2,195,R/R,"Huntington Beach, CA",Rd 2 by Blue Jays (2017),None,Evoshield Canes,Talented 2 way prospect low 90's on the mound very interesting catcher and bat. MVP WWBA 16u. Really impressed with bat and on the mound in Jupiter ,2017
Jacob Gonzalez,TCU,31,6-4,210,R/R,"Scottsdale, AZ",Rd 2 by Giants (2017),None,AZ T-Rex Baseball,Can flat out rake. MVP at 17u PG World Series and hit well at PG All American,2017
Garrett Mitchell,UCLA,32,6-3,200,L/R,"Orange, CA",Rd 1 by Brewers (2020),None,CBA Marucci,Outstanding all around talent and athlete. High ceiling player 6.3 runner and 94 from OF at PG National. Showed big arm in game at PG All American Classic. Fun to watch him play,2017
Tanner Burns,Auburn,33,6-0,215,R/R,"Decatur, AL",Rd 1 Comp by Indians (2020),None,FTB Tucci,Runs his fastball up to 95 mph at PG National and can really pitch!,2017
Luis Campusano,South Carolina,34,6-0,195,R/R,"Augusta, GA",Rd 2 by Padres (2017),Padres (2020),Baseball Scoutz,Showed very well at PG National with good catching tools and big potential with bat,2017
Quentin Holmes,Mississippi State,35,6-2,180,R/R,"East Elmhurst, NY",Rd 2 by Indians (2017),None,Elite Squad Prime 17U,Extremely fast and showed very good with the bat with power at WWBA. Impressed at PG National and ran a record breaking 6.15,2017
Ryan Vilade,Oklahoma State,36,6-2,190,R/R,"Stillwater, OK",Rd 2 by Rockies (2017),Rockies (2021),Dallas Tigers,Ball just flies off his barrel. Serious juice in his bat,2017
Matthew Sauer,Arizona,37,6-4,205,R/R,"Santa Maria, CA",Rd 2 by Yankees (2017),None,Wahoos,Low 90's RHP with good breaking ball at PG National. BIg velo jump this spring,2017
Christopher Seise,UCF,38,6-3,170,S/R,"Winter Garden, FL",Rd 1 by Rangers (2017),None,Orlando Scorpions,Good SS and has the bat to go with it. Showed big tools at PG National,2017
Tristen Lutz,Texas,39,6-3,205,R/R,"Arlington, TX",Rd 1 Comp by Brewers (2017),None,Academy Select Sundevils,Can really hit. Bat stood out in Jupiter ,2017
Steven Jennings,Mississippi,40,6-2,175,R/R,"Brush Creek, TN",Rd 2 by Pirates (2017),None,Team Nike 17u,Outstanding at 17u WWBA last summer and even better this spring and reaching mid 90s,2017
Kyle Jacobsen,UCF,41,6-0,185,R/L,"Acworth, GA",Rd 33 by Brewers (2017),None,East Cobb Yankees 18U,Showed big tools at PG National and knows how to use them in games. Big time player. Stood out in Jupiter ,2017
Caleb Sloan,TCU,42,6-3,215,R/R,"Centennial, CO",None,None,Slammers Black Zavaras,Very good and up to 94 mph at PG National and PG All American,2017
Jake Eder,Vanderbilt,43,6-4,210,L/L,"Ocean Ridge, FL",Rd 4 by Mariners (2020),None,FTB Tucci,Up to 94 mph in Jupiter and showed high end potential,2017
Jacob Pearson,Louisiana State,44,6-0,195,L/R,"West Monroe, LA",Rd 3 by Angels (2017),None,Marucci Elite,6.5 runner with big juice in his bat. Impressed at PG All American. ,2017
Jack Leftwich,Florida,45,6-2,210,R/R,"Maitland, FL",Rd 7 by Indians (2021),None,Orlando Scorpions 2017 Prime,Up to 94 mph at PG National. Touched 95 at PG HS Showdown,2017
Jeremiah Estrada,UCLA,46,6-1,185,S/R,"La Quinta, CA",Rd 6 by Cubs (2017),None,CBA Marucci,Up to 94 mph at PG National. Outstanding at 17u WWBA and 17u PG World Series as well as PG All American Classic,2017
Adam Hall,Texas A&M,47,6-0,165,R/R,"London, ON",Rd 2 by Orioles (2017),None,Great Lake Canadians/Canadian Junior National Team,Showed all 5 tools at PG National,2017
Mitchell Stone,Oklahoma State,48,6-9,255,L/L,"Oklahoma City, OK",None,None,FTB Tucci,Big projectable LHP who can already reach the low 90s with good breaking ball at PG National. Very good at PG All American Classic,2017
Logan Allen,Florida International,49,None,None,R/L,"Deltona, FL",Rd 2 by Indians (2020),None,FTB Tucci,Low 90's LHP who can flat out pitch. Very good at PG All American Classic,2017
Jeter Downs,Miami,50,6-0,180,R/R,"Miami, FL",Rd 1 Comp by Reds (2017),None,Elite Squad 17u Prime,Outstanding all around athlete who can really play,2017
Matthew Liberatore,Arizona,1,6-5,200,L/L,"Peoria, AZ",Rd 1 by Rays (2018),None,Central Florida Gators,LHP up to 95 mph at PG AA game and can really pitch,2018
Ethan Hankins,Vanderbilt,2,6-6,200,R/R,"Cumming, GA",Rd 1 Comp by Indians (2018),None,Team Elite Prime 17U,Keeps getting better each time we see him and has been up to 97 mph. Very good at PG National and PG All American. Absolutely dominant this summer . From 82 mph to 97 mph. Up to 95 in 2016 at WWBA in the fall and MVPitcher WWBA World Championship. ,2018
Carter Stewart,None,3,6-6,200,R/R,"Melbourne, FL",Rd 1 by Braves (2018),None,Central Florida Gators,"Very good and low 90's at WWBA, PG National and PG WS. Outstanding Breaking ball with best spin rate trackman has recorded",2018
Jarred Kelenic,Louisville,4,6-1,196,L/L,"Waukesha, WI",Rd 1 by Mets (2018),Mariners (2021),Rawlings Hitters,"Can really hit. Ball flies off his barrel. Showed big 5 tool potential at PG National and PG All American, Outstanding all fall 2016 including MVP of WWBA Kernels. ",2018
Nolan Gorman,Arizona,5,6-1,210,L/R,"Glendale, AZ",Rd 1 by Cardinals (2018),None,Central Florida Gators,Can flat out rake and showed it at WWBA and PG Junior National. Had a great fall. Seems like he gets a hit every time up. MVP PG AA and hit a HR in game,2018
Nander De Sedas,Florida State,6,6-2,190,S/R,"Montverde, FL",Rd 29 by Brewers (2018),None,FTB 55,6.82 90 IF at PG Junior National and very good switch hitter with big potential. 6.67 and 96 across the IF at National. Special all around player. PG AA,2018
Ryan Weathers,Vanderbilt,7,6-2,225,R/L,"Loretto, TN",Rd 1 by Padres (2018),Padres (2021),Dulins Dodgers,Throws easy low to mid 90s. Fun to watch him pitch,2018
Kumar Rocker,Vanderbilt,8,6-4,255,R/R,"Watkinsville, GA",Rd 1 by Mets (2021),None,Team Elite Prime,Up to 98 mph and now showing a power Breaking ball. Fun to watch him pitch. Dominant summer. PG All American,2018
Jordan Groshans,Kansas,9,6-3,190,R/R,"Magnolia, TX",Rd 1 by Blue Jays (2018),None,Banditos Black,Easy bat speed with big power potential. Very good at PG National including a game HR. Another game HR at PG AA.,2018
Will Banfield,Vanderbilt,10,6-1,208,R/R,"Lawrenceville, GA",Rd 2 by Marlins (2018),None,Team Elite Prime,"Special defensive catcher, Hit very well this fall, Outstanding at PG National. can really hit with big power and up to 94 mph on the mound. Very good at WWBA and PG AA. Hit very well this fall",2018
Mason Denaburg,Florida,11,6-4,195,R/R,"Merritt Island, FL",Rd 1 by Nationals (2018),None,Central Florida Gators,Up to 97 mph on the mound at PG National and big power in his bat. PG AA,2018
Cole Winn,TCU,12,6-2,195,R/R,"Orange, CA",Rd 1 by Rangers (2018),None,None,Up to 94 and dominant in Jupiter. Up to 94 at WWBA and Area Codes,2018
Brice Turang,Louisiana State,13,6-1,165,L/R,"Corona, CA",Rd 1 by Brewers (2018),None,Playa Vista Orioles,Very athletic all around player who really projects in all phases. Really stood out at PG Evoshield and CA World Series. USA Baseball POY. PG AA,2018
Triston Casas,Miami,14,6-4,238,L/R,"Pembroke Pines, FL",Rd 1 by Red Sox (2018),None,Elite Squad,Can really mash. Huge power potential. PG All American,2018
Connor Scott,Florida,15,6-4,180,L/L,"Tampa, FL",Rd 1 by Marlins (2018),None,2017 Scorpion Prime,Showed big potential with the bat at PG National. Also a prospect on the mound PG All American,2018
Jeremiah Jackson,Mississippi State,16,6-0,170,R/R,"Mobile, AL",Rd 2 by Angels (2018),None,Coast Titans,"Easy fluid swing, he can really hit. Long HR at WWBA World Championship in Jupiter. Outstanding at PG National and PG AA",2018
Anthony Seigler,Florida,17,6-0,190,S/B,"Cartersville, GA",Rd 1 by Yankees (2018),None,Evoshield Canes,"Big hitter, dominates as BHP on the mound, can really catch stood out at Main Event. National. WWBA and PG Underclass AA. PG All American",2018
Cole Wilcox,Georgia,18,6-5,220,R/R,"Chickamauga, GA",Rd 3 by Padres (2020),None,Exposure 17U prime,Up to 95 mph at PG National and 97 at WWBA. PG AA,2018
Xavier Edwards,Vanderbilt,19,5-8,140,S/R,"Wellington, FL",Rd 1 by Padres (2018),None,Evoshield Canes,Can really pick it and very projectable bat. About as good of hands in the IF as you will see. Very good at NUC Main Event. MVP of 17u WWBA. PG All American,2018
Joe Gray Jr,Mississippi,20,6-3,195,R/R,"Hattiesburg, MS",Rd 2 by Brewers (2018),None,Evoshield Canes,Very impressive at PG National. Huge power potential. Very impressive at Fall WWBA Events. PG All American. Hit very well this fall ,2018
Nick Decker,Maryland,21,6-0,200,L/L,"Southampton, NJ",Rd 2 by Red Sox (2018),None,All Out Baseball,Showed huge power at PG National and it played in games. PG All American,2018
Noah Naylor,Texas A&M,22,6-0,195,L/R,"Mississauga, ON",Rd 1 by Indians (2018),None,Ontario Blue Jays/Canada Junior National Team,Very good at PG National. Continued to hit at PG Underclass All American Games Can really hit. Bat really impressed in Jupiter. Very good at PG AA,2018
Mike Vasil,Virginia,23,6-4,210,L/R,"Wellesley, MA",Rd 8 by Mets (2021),None,Louisiana Knights,Up to 96 mph at PG All American,2018
J.T. Ginn,Mississippi State,24,6-2,200,R/R,"Brandon, MS",Rd 1 by Dodgers (2018),None,East Coast Sox,Up to 97 mph at WWBA. PG All American,2018
Parker Meadows,Clemson,25,6-4,195,L/R,"Grayson, GA",Rd 2 by Tigers (2018),None,Team Elite,Austin's younger brother is an extremely high ceiling talent. Showed big tools at PG National. PG All American,2018
Nicholas Schnell,Louisville,26,6-2,180,L/R,"Indianapolis, IN",Rd 1 Comp by Rays (2018),None,Indiana Bulls 17u black,"Big time all around tools that really project. Very good at PG National, PG All American and WWBA World Championship ",2018
Grayson Rodriguez,Texas A&M,27,6-5,230,L/R,"Nacogdoches, TX",Rd 1 by Orioles (2018),None,D-Bat Schkade,Very high ceiling RHP already up to 91 mph at PG Evoshield Classic,2018
Alek Thomas,TCU,28,5-11,175,L/L,"Chicago, IL",Rd 2 by Diamondbacks (2018),None,Chicago White Sox ACE,Can flat out rake. Really impressed at PG National. PG All American,2018
Adam Kloffenstein,TCU,29,6-5,220,R/R,"Magnolia, TX",Rd 3 by Blue Jays (2018),None,Premier Baseball Futures Evans,Up to 93 and can really pitch. Very good at PG Underclass All American Games,2018
Kendall Logan Simmons,Georgia Tech,30,6-3,190,R/R,"Macon, GA",Rd 6 by Phillies (2018),None,East Cobb Yankees,"Very athletic player.Really projects potential high level 5 tool player. low 90's on the mound. Outstanding at Main Event Showcase, PG Underclass AA Games, PG National and PG AA",2018
Austin Becker,Vanderbilt,31,6-6,185,R/R,"Sunbury, OH",Rd 37 by Rangers (2018),None,Evoshield Canes,Touched 96 mph at WWBA World Championship. Lights out at PG All American ,2018
Jordyn Adams,North Carolina,32,6-2,180,R/R,"Cary, NC",Rd 1 by Angels (2018),None,Diamond Devils 17u Black,None,2018
Lineras Torres Jr,St. John's,33,6-2,190,R/R,"Beacon, NY",Rd 1 by Indians (2018),None,None,Throws easy and up to 94 mph at PG National. PG All American,2018
Luke Bartnicki,Georgia Tech,34,6-3,210,L/L,"Marietta, GA",Rd 29 by Diamondbacks (2018),None,East Cobb Colt .45s,Easy low 90's LHP and keeps getting better each time out. Up to 95 mph at WWBA World Championship. Lights out at PG National. PG AA,2018
Jon Childress,Texas A&M,35,6-4,215,L/L,"Forney, TX",None,None,Houston Banditos Black,Up to 93 mph at PG National. 94 and lights out at WWBA. PG All American,2018
Justin Jarvis,UNC-Wilmington,36,6-3,175,R/R,"Mooresville, NC",Rd 5 by Brewers (2018),None,Canes National,Up to 93 mph at PG National. Dominant at WWBA. Keeps getting better. Up to 94 mph this fall ,2018
